Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
08 Castilla - La Mancha;Índice general;Variación anual;2019M07;0,4
08 Castilla - La Mancha;Índice general;Variación anual;2019M06;0,2
08 Castilla - La Mancha;Índice general;Variación anual;2019M05;0,7
08 Castilla - La Mancha;Índice general;Variación anual;2019M04;1,6
08 Castilla - La Mancha;Índice general;Variación anual;2019M03;1,4
08 Castilla - La Mancha;Índice general;Variación anual;2019M02;1,0
08 Castilla - La Mancha;Índice general;Variación anual;2019M01;0,7
08 Castilla - La Mancha;Índice general;Variación anual;2018M12;1,2
08 Castilla - La Mancha;Índice general;Variación anual;2018M11;2,0
08 Castilla - La Mancha;Índice general;Variación anual;2018M10;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2018M09;2,7
08 Castilla - La Mancha;Índice general;Variación anual;2018M08;2,5
08 Castilla - La Mancha;Índice general;Variación anual;2018M07;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2018M06;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2018M05;2,4
08 Castilla - La Mancha;Índice general;Variación anual;2018M04;1,2
08 Castilla - La Mancha;Índice general;Variación anual;2018M03;1,1
08 Castilla - La Mancha;Índice general;Variación anual;2018M02;0,9
08 Castilla - La Mancha;Índice general;Variación anual;2018M01;0,6
08 Castilla - La Mancha;Índice general;Variación anual;2017M12;1,1
08 Castilla - La Mancha;Índice general;Variación anual;2017M11;1,7
08 Castilla - La Mancha;Índice general;Variación anual;2017M10;1,6
08 Castilla - La Mancha;Índice general;Variación anual;2017M09;1,8
08 Castilla - La Mancha;Índice general;Variación anual;2017M08;1,6
08 Castilla - La Mancha;Índice general;Variación anual;2017M07;1,5
08 Castilla - La Mancha;Índice general;Variación anual;2017M06;1,4
08 Castilla - La Mancha;Índice general;Variación anual;2017M05;1,9
08 Castilla - La Mancha;Índice general;Variación anual;2017M04;2,7
08 Castilla - La Mancha;Índice general;Variación anual;2017M03;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2017M02;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2017M01;3,3
08 Castilla - La Mancha;Índice general;Variación anual;2016M12;1,6
08 Castilla - La Mancha;Índice general;Variación anual;2016M11;0,5
08 Castilla - La Mancha;Índice general;Variación anual;2016M10;0,5
08 Castilla - La Mancha;Índice general;Variación anual;2016M09;0,1
08 Castilla - La Mancha;Índice general;Variación anual;2016M08;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2016M07;-0,9
08 Castilla - La Mancha;Índice general;Variación anual;2016M06;-1,1
08 Castilla - La Mancha;Índice general;Variación anual;2016M05;-1,4
08 Castilla - La Mancha;Índice general;Variación anual;2016M04;-1,5
08 Castilla - La Mancha;Índice general;Variación anual;2016M03;-1,4
08 Castilla - La Mancha;Índice general;Variación anual;2016M02;-1,4
08 Castilla - La Mancha;Índice general;Variación anual;2016M01;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2015M12;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2015M11;-0,7
08 Castilla - La Mancha;Índice general;Variación anual;2015M10;-1,2
08 Castilla - La Mancha;Índice general;Variación anual;2015M09;-1,5
08 Castilla - La Mancha;Índice general;Variación anual;2015M08;-0,9
08 Castilla - La Mancha;Índice general;Variación anual;2015M07;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2015M06;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2015M05;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2015M04;-1,2
08 Castilla - La Mancha;Índice general;Variación anual;2015M03;-1,1
08 Castilla - La Mancha;Índice general;Variación anual;2015M02;-1,6
08 Castilla - La Mancha;Índice general;Variación anual;2015M01;-2,0
08 Castilla - La Mancha;Índice general;Variación anual;2014M12;-1,5
08 Castilla - La Mancha;Índice general;Variación anual;2014M11;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2014M10;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2014M09;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2014M08;-1,0
08 Castilla - La Mancha;Índice general;Variación anual;2014M07;-0,8
08 Castilla - La Mancha;Índice general;Variación anual;2014M06;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2014M05;0,0
08 Castilla - La Mancha;Índice general;Variación anual;2014M04;0,3
08 Castilla - La Mancha;Índice general;Variación anual;2014M03;-0,3
08 Castilla - La Mancha;Índice general;Variación anual;2014M02;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2014M01;0,1
08 Castilla - La Mancha;Índice general;Variación anual;2013M12;0,2
08 Castilla - La Mancha;Índice general;Variación anual;2013M11;0,1
08 Castilla - La Mancha;Índice general;Variación anual;2013M10;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2013M09;0,3
08 Castilla - La Mancha;Índice general;Variación anual;2013M08;1,5
08 Castilla - La Mancha;Índice general;Variación anual;2013M07;1,8
08 Castilla - La Mancha;Índice general;Variación anual;2013M06;2,0
08 Castilla - La Mancha;Índice general;Variación anual;2013M05;1,5
08 Castilla - La Mancha;Índice general;Variación anual;2013M04;1,2
08 Castilla - La Mancha;Índice general;Variación anual;2013M03;2,2
08 Castilla - La Mancha;Índice general;Variación anual;2013M02;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2013M01;2,5
08 Castilla - La Mancha;Índice general;Variación anual;2012M12;2,7
08 Castilla - La Mancha;Índice general;Variación anual;2012M11;2,7
08 Castilla - La Mancha;Índice general;Variación anual;2012M10;3,3
08 Castilla - La Mancha;Índice general;Variación anual;2012M09;3,5
08 Castilla - La Mancha;Índice general;Variación anual;2012M08;2,7
08 Castilla - La Mancha;Índice general;Variación anual;2012M07;2,1
08 Castilla - La Mancha;Índice general;Variación anual;2012M06;1,8
08 Castilla - La Mancha;Índice general;Variación anual;2012M05;1,9
08 Castilla - La Mancha;Índice general;Variación anual;2012M04;2,0
08 Castilla - La Mancha;Índice general;Variación anual;2012M03;1,9
08 Castilla - La Mancha;Índice general;Variación anual;2012M02;2,1
08 Castilla - La Mancha;Índice general;Variación anual;2012M01;2,2
08 Castilla - La Mancha;Índice general;Variación anual;2011M12;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2011M11;3,3
08 Castilla - La Mancha;Índice general;Variación anual;2011M10;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2011M09;3,5
08 Castilla - La Mancha;Índice general;Variación anual;2011M08;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2011M07;3,6
08 Castilla - La Mancha;Índice general;Variación anual;2011M06;3,6
08 Castilla - La Mancha;Índice general;Variación anual;2011M05;4,0
08 Castilla - La Mancha;Índice general;Variación anual;2011M04;4,4
08 Castilla - La Mancha;Índice general;Variación anual;2011M03;4,2
08 Castilla - La Mancha;Índice general;Variación anual;2011M02;4,1
08 Castilla - La Mancha;Índice general;Variación anual;2011M01;3,7
08 Castilla - La Mancha;Índice general;Variación anual;2010M12;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2010M11;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2010M10;2,6
08 Castilla - La Mancha;Índice general;Variación anual;2010M09;2,5
08 Castilla - La Mancha;Índice general;Variación anual;2010M08;2,0
08 Castilla - La Mancha;Índice general;Variación anual;2010M07;2,1
08 Castilla - La Mancha;Índice general;Variación anual;2010M06;1,7
08 Castilla - La Mancha;Índice general;Variación anual;2010M05;2,1
08 Castilla - La Mancha;Índice general;Variación anual;2010M04;1,7
08 Castilla - La Mancha;Índice general;Variación anual;2010M03;1,4
08 Castilla - La Mancha;Índice general;Variación anual;2010M02;0,7
08 Castilla - La Mancha;Índice general;Variación anual;2010M01;0,9
08 Castilla - La Mancha;Índice general;Variación anual;2009M12;0,5
09 Cataluña;Índice general;Variación anual;2023M12;3,2
09 Cataluña;Índice general;Variación anual;2023M11;3,1
09 Cataluña;Índice general;Variación anual;2023M10;3,4
09 Cataluña;Índice general;Variación anual;2023M09;3,4
09 Cataluña;Índice general;Variación anual;2023M08;2,5
09 Cataluña;Índice general;Variación anual;2023M07;2,3
09 Cataluña;Índice general;Variación anual;2023M06;1,9
09 Cataluña;Índice general;Variación anual;2023M05;3,2
09 Cataluña;Índice general;Variación anual;2023M04;3,9
09 Cataluña;Índice general;Variación anual;2023M03;3,1
09 Cataluña;Índice general;Variación anual;2023M02;5,6
09 Cataluña;Índice general;Variación anual;2023M01;5,3
09 Cataluña;Índice general;Variación anual;2022M12;5,2
09 Cataluña;Índice general;Variación anual;2022M11;6,4
09 Cataluña;Índice general;Variación anual;2022M10;6,8
09 Cataluña;Índice general;Variación anual;2022M09;8,5
09 Cataluña;Índice general;Variación anual;2022M08;10,2
09 Cataluña;Índice general;Variación anual;2022M07;10,3
09 Cataluña;Índice general;Variación anual;2022M06;9,7
09 Cataluña;Índice general;Variación anual;2022M05;8,2
09 Cataluña;Índice general;Variación anual;2022M04;8,0
09 Cataluña;Índice general;Variación anual;2022M03;9,5
09 Cataluña;Índice general;Variación anual;2022M02;7,4
09 Cataluña;Índice general;Variación anual;2022M01;5,9
09 Cataluña;Índice general;Variación anual;2021M12;6,1
09 Cataluña;Índice general;Variación anual;2021M11;5,3
09 Cataluña;Índice general;Variación anual;2021M10;5,2
09 Cataluña;Índice general;Variación anual;2021M09;3,7
09 Cataluña;Índice general;Variación anual;2021M08;3,1
09 Cataluña;Índice general;Variación anual;2021M07;2,8
09 Cataluña;Índice general;Variación anual;2021M06;2,6
09 Cataluña;Índice general;Variación anual;2021M05;2,6
09 Cataluña;Índice general;Variación anual;2021M04;2,0
09 Cataluña;Índice general;Variación anual;2021M03;1,3
09 Cataluña;Índice general;Variación anual;2021M02;-0,1
09 Cataluña;Índice general;Variación anual;2021M01;0,4
09 Cataluña;Índice general;Variación anual;2020M12;-0,6
09 Cataluña;Índice general;Variación anual;2020M11;-1,0
09 Cataluña;Índice general;Variación anual;2020M10;-1,1
09 Cataluña;Índice general;Variación anual;2020M09;-0,5
09 Cataluña;Índice general;Variación anual;2020M08;-0,8
09 Cataluña;Índice general;Variación anual;2020M07;-0,8
09 Cataluña;Índice general;Variación anual;2020M06;-0,6
09 Cataluña;Índice general;Variación anual;2020M05;-1,0
09 Cataluña;Índice general;Variación anual;2020M04;-0,7
09 Cataluña;Índice general;Variación anual;2020M03;0,0
09 Cataluña;Índice general;Variación anual;2020M02;0,8
09 Cataluña;Índice general;Variación anual;2020M01;1,2
09 Cataluña;Índice general;Variación anual;2019M12;0,9
09 Cataluña;Índice general;Variación anual;2019M11;0,5
09 Cataluña;Índice general;Variación anual;2019M10;0,3
09 Cataluña;Índice general;Variación anual;2019M09;0,3
09 Cataluña;Índice general;Variación anual;2019M08;0,6
09 Cataluña;Índice general;Variación anual;2019M07;0,8
09 Cataluña;Índice general;Variación anual;2019M06;0,7
09 Cataluña;Índice general;Variación anual;2019M05;1,0
09 Cataluña;Índice general;Variación anual;2019M04;1,7
09 Cataluña;Índice general;Variación anual;2019M03;1,4
09 Cataluña;Índice general;Variación anual;2019M02;1,1
09 Cataluña;Índice general;Variación anual;2019M01;1,0
09 Cataluña;Índice general;Variación anual;2018M12;1,4
09 Cataluña;Índice general;Variación anual;2018M11;1,9
09 Cataluña;Índice general;Variación anual;2018M10;2,4
09 Cataluña;Índice general;Variación anual;2018M09;2,3
09 Cataluña;Índice general;Variación anual;2018M08;2,2
09 Cataluña;Índice general;Variación anual;2018M07;2,3
09 Cataluña;Índice general;Variación anual;2018M06;2,4
09 Cataluña;Índice general;Variación anual;2018M05;2,3
09 Cataluña;Índice general;Variación anual;2018M04;1,2
09 Cataluña;Índice general;Variación anual;2018M03;1,5
09 Cataluña;Índice general;Variación anual;2018M02;1,4
09 Cataluña;Índice general;Variación anual;2018M01;0,9
09 Cataluña;Índice general;Variación anual;2017M12;1,2
09 Cataluña;Índice general;Variación anual;2017M11;1,9
09 Cataluña;Índice general;Variación anual;2017M10;1,9
09 Cataluña;Índice general;Variación anual;2017M09;2,1
09 Cataluña;Índice general;Variación anual;2017M08;2,0
09 Cataluña;Índice general;Variación anual;2017M07;1,9
09 Cataluña;Índice general;Variación anual;2017M06;1,7
09 Cataluña;Índice general;Variación anual;2017M05;2,1
09 Cataluña;Índice general;Variación anual;2017M04;2,8
09 Cataluña;Índice general;Variación anual;2017M03;2,5
09 Cataluña;Índice general;Variación anual;2017M02;3,1
09 Cataluña;Índice general;Variación anual;2017M01;3,1
09 Cataluña;Índice general;Variación anual;2016M12;1,9
09 Cataluña;Índice general;Variación anual;2016M11;1,0
09 Cataluña;Índice general;Variación anual;2016M10;0,9
09 Cataluña;Índice general;Variación anual;2016M09;0,4
09 Cataluña;Índice general;Variación anual;2016M08;0,1
09 Cataluña;Índice general;Variación anual;2016M07;-0,4
09 Cataluña;Índice general;Variación anual;2016M06;-0,5
09 Cataluña;Índice general;Variación anual;2016M05;-0,7
09 Cataluña;Índice general;Variación anual;2016M04;-0,8
09 Cataluña;Índice general;Variación anual;2016M03;-0,6
09 Cataluña;Índice general;Variación anual;2016M02;-0,5
09 Cataluña;Índice general;Variación anual;2016M01;0,0
09 Cataluña;Índice general;Variación anual;2015M12;0,3
09 Cataluña;Índice general;Variación anual;2015M11;0,0
09 Cataluña;Índice general;Variación anual;2015M10;-0,3
09 Cataluña;Índice general;Variación anual;2015M09;-0,5
09 Cataluña;Índice general;Variación anual;2015M08;-0,1
09 Cataluña;Índice general;Variación anual;2015M07;0,4
09 Cataluña;Índice general;Variación anual;2015M06;0,3
09 Cataluña;Índice general;Variación anual;2015M05;0,1
09 Cataluña;Índice general;Variación anual;2015M04;-0,3
09 Cataluña;Índice general;Variación anual;2015M03;-0,3
09 Cataluña;Índice general;Variación anual;2015M02;-0,8
09 Cataluña;Índice general;Variación anual;2015M01;-0,9
09 Cataluña;Índice general;Variación anual;2014M12;-0,7
09 Cataluña;Índice general;Variación anual;2014M11;-0,1
09 Cataluña;Índice general;Variación anual;2014M10;0,1
09 Cataluña;Índice general;Variación anual;2014M09;0,1
09 Cataluña;Índice general;Variación anual;2014M08;-0,1
